;кто;текст;кому;контекст;уровень;post
0;572437133;Как обычно унижена;post;post;1;5080402
1;180346042;[id572437133|Jeniz], 😆😆😆;572437133;Как обычно унижена;2;5080402
2;266103148;[id572437133|Jeniz], серьезно выжидал пока откроют коментарии чтобы написать это? Одержимый латетный монстрик;572437133;Как обычно унижена;2;5080402
3;572437133;[id266103148|Юлия], мне не трудно продублировать, что ты унижено можешь не ныть админам;266103148;[id572437133|Jeniz], серьезно выжидал пока откроют коментарии чтобы написать это? Одержимый латетный монстрик;2;5080402
4;511824616;[id572437133|Jeniz], скорее гага зависима от лейбла;572437133;Как обычно унижена;2;5080402
5;572437133;Только в случае сраги мертвый артист (juice wrld) приносит больше выгоды, чем БАХИЛА ПАП МУЩЫКИ;post;post;1;5080402
6;266103148;[id572437133|Jeniz], если с Гагой не дай бог что то случится она хайпанет не меньше этого ноунейм рэпера);572437133;Только в случае сраги мертвый артист (juice wrld) приносит больше выгоды, чем БАХИЛА ПАП МУЩЫКИ;2;5080402
7;288084135;список артистов, которые спасли 2020 год своей музыкой;post;post;1;5080402
8;573175640;[id288084135|Максим], кроме блядиэс, они спасли только деревенские толчки от засора;288084135;список артистов, которые спасли 2020 год своей музыкой;2;5080402
9;557036334;[id573175640|Bts], спасли мир от ковид;573175640;[id288084135|Максим], кроме блядиэс, они спасли только деревенские толчки от засора;2;5080402
10;537054949;Дада она такая,она всех унизила;post;post;1;5080402
11;332916491;а в каком ариана находится?;post;post;1;5080402
12;108588953;[id332916491|Егор], republic records;332916491;а в каком ариана находится?;2;5080402
13;332916491;[id108588953|Дима],  спасибо;108588953;[id332916491|Егор], republic records;2;5080402
14;108588953;[id332916491|Егор], да не за что;332916491;[id108588953|Дима],  спасибо;2;5080402
15;345716874;Свифт единственная женщина, как обычно тащит на себе женский сегмент индустрии 😭;post;post;1;5080402
16;572437133;[id345716874|Кристина], срага как обычно тащит на себе трупных червей;345716874;Свифт единственная женщина, как обычно тащит на себе женский сегмент индустрии 😭;2;5080402
17;486356823;[id345716874|Кристина], Тэй и Ари правят женским сигментом👁️👄👁️;345716874;Свифт единственная женщина, как обычно тащит на себе женский сегмент индустрии 😭;2;5080402
18;561970603;я все еще ахуеваю с 8 версий альбома;post;post;1;5080402
19;573175640;[id561970603|Rns], ну ладно хоть не 32 версии, а то бездарный хач из срамузыки обдристался бы в свои дырявые трусы от таких новостей;561970603;я все еще ахуеваю с 8 версий альбома;2;5080402
20;320765743;[id561970603|Rns], да ладно тебе, нормальные люди понимают откуда там 800к дебютных взялось, пусть фанатики порадуются, может кто то и забудет про флоп лавера;561970603;я все еще ахуеваю с 8 версий альбома;2;5080402
21;345716874;"[id320765743|Анатолий], у Лавера больше недель в топ-10 чем у любого сольного альбома гаги за последние 10 лет ору какой флоп 
При этом хроматика кажется уже готова опуститься ниже его в чарте";320765743;[id561970603|Rns], да ладно тебе, нормальные люди понимают откуда там 800к дебютных взялось, пусть фанатики порадуются, может кто то и забудет про флоп лавера;2;5080402
22;548060647;[id320765743|Анатолий], ой, а откуда у reputation более 1кк? Ведь там даже делюкс версии не было😂;320765743;[id561970603|Rns], да ладно тебе, нормальные люди понимают откуда там 800к дебютных взялось, пусть фанатики порадуются, может кто то и забудет про флоп лавера;2;5080402
23;413001571;[id320765743|Anatoly], заткнулась бы, носатая уродка, весь в срагу. И перестань позориться;320765743;[id561970603|Rns], да ладно тебе, нормальные люди понимают откуда там 800к дебютных взялось, пусть фанатики порадуются, может кто то и забудет про флоп лавера;2;5080402
24;573175640;коламбия лейбл трупов, бтс пополнили их список;post;post;1;5080402
25;228197208;[id573175640|Bts], бтс не подписаны на колумбию, они просто дистрибьютор их альбомов в америке;573175640;коламбия лейбл трупов, бтс пополнили их список;2;5080402
26;573175640;[id228197208|Jessie], да ну? ты забыла про радиосделку, организацию выступлений, скупку биллбордов и плейлистов - полноценное промо любого артиста в штатах, и этим занимается коламбия;228197208;[id573175640|Bts], бтс не подписаны на колумбию, они просто дистрибьютор их альбомов в америке;2;5080402
27;244297397;От этой манды одни только убытки, лейбл уже сводит концы с концами от бесконечных вложений в бесполезное промо и покупку бессмысленных железок😎;post;post;1;5080402
28;569202795;С такими затратами на бандлы, промо, сделки о покупках наград конечно носатого выблядка здесь не будет. Чего вы еще ожидали?;post;post;1;5080402
29;352356743;Позорище;post;post;1;5081330
30;597824975;#𝑀𝑢𝑙𝑎𝑛𝐼𝑠𝑂𝑣𝑒𝑟𝑃𝑎𝑟𝑡𝑦;post;post;1;5081330
31;187070965;заслуженный флоп;post;post;1;5081330
32;172995432;#StreamHeavenAndHell;post;post;1;5081330
33;352356743;[id172995432|Артём], #StreamChromatica🪐;172995432;#StreamHeavenAndHell;2;5081330
34;487514056;[id352356743|Михаил], бялть не позорься;352356743;[id172995432|Артём], #StreamChromatica🪐;2;5081330
35;467304565;[id172995432|Артём], никто не будет стримит высеры срейвы чмакс и блядги;172995432;#StreamHeavenAndHell;2;5081330
36;613182206;[id172995432|Артём],какой говновый альбом;172995432;#StreamHeavenAndHell;2;5081330
37;172995432;[id613182206|No], map of soul;613182206;[id172995432|Артём],какой говновый альбом;2;5081330
38;613182206;[id172995432|Артём],он ещё хуже;172995432;[id613182206|No], map of soul;2;5081330
39;108651358;[id172995432|Артём], сплошной разъеб всего живого. И ведь не подвела, как и обещала, ни одного филлера.;172995432;#StreamHeavenAndHell;2;5081330
40;596063658;Мультик норм;post;post;1;5081330
41;555300113;Все ремейки дерьмо;post;post;1;5081330
42;366885956;Там еще русалочка обгонит;post;post;1;5081330
43;13414696;[id366885956|Анастасия], негрорусалочку пусть негры и смотрят;366885956;Там еще русалочка обгонит;2;5081330
44;450631298;[id13414696|Artyom], вау расисты в старфактс, хотя никто не удивлен;13414696;[id366885956|Анастасия], негрорусалочку пусть негры и смотрят;2;5081330
45;215060744;[id450631298|Александр], если это рамизм в сторону ниггеров тогда все нормально;450631298;[id13414696|Artyom], вау расисты в старфактс, хотя никто не удивлен;2;5081330
46;610183009;Заслуженно.;post;post;1;5081330
47;487514056;позорище;post;post;1;5081330
48;361260504;А разве его не слили в сеть ?;post;post;1;5081330
49;487514056;Королева;post;post;1;5081225
50;254111791;Рыганна изменила Асапу с Трэвисом, шок 😳;post;post;1;5081225
51;191909832;[id254111791|Валерия], ору;254111791;Рыганна изменила Асапу с Трэвисом, шок 😳;2;5081225
52;416708640;;post;post;1;5081225
53;232013390;Белье это, конечно, красиво, но она пробовала выпускать новую музыку?;post;post;1;5081225
54;223857935;тизер красивый, монтажеры постарались, а так позорище свиное;post;post;1;5081225
55;449911426;Рианна доиграется в ждуна. Чем больший перерыв в музыке, тем сложнее вернуться и быть успешной. Тем более при такой конкуренции.;post;post;1;5081225
56;201092584;[id449911426|Artur], боюсь ей уже это не надо и она не торопится. Она нашла свой бизнес, имя одно из самых дорогих в индустрии, париться с турами не надо...чего ещё желать? 🤷;449911426;Рианна доиграется в ждуна. Чем больший перерыв в музыке, тем сложнее вернуться и быть успешной. Тем более при такой конкуренции.;2;5081225
57;449911426;[id201092584|Andrey], буду тогда слушать Анти и делать хнык-хнык😔;201092584;[id449911426|Artur], боюсь ей уже это не надо и она не торопится. Она нашла свой бизнес, имя одно из самых дорогих в индустрии, париться с турами не надо...чего ещё желать? 🤷;2;5081225
58;201092584;[id449911426|Artur], а я ещё сожалеть...что не попал на тур анти;449911426;[id201092584|Andrey], буду тогда слушать Анти и делать хнык-хнык😔;2;5081225
59;449911426;[id201092584|Andrey], не плакай 😘😘 Есть YouTube 🤗;201092584;[id449911426|Artur], а я ещё сожалеть...что не попал на тур анти;2;5081225
60;201092584;"[id449911426|Artur], вот и Ри так думает:""Ниче, у ребяток есть Ютуб""😆";449911426;[id201092584|Andrey], не плакай 😘😘 Есть YouTube 🤗;2;5081225
61;611853051;святая все ждем;post;post;1;5081225
62;449911426;Когда уже новый альбом 😔АНТи вышел так давно, но ещё никто не переплюнул;post;post;1;5081225
63;385993173;[id449911426|Артур], переплюнули все.;449911426;Когда уже новый альбом 😔АНТи вышел так давно, но ещё никто не переплюнул;2;5081225
64;449911426;[id385993173|Станислав], одно оформление круче всего, что выходило потом. А про наполнение вообще молчу. Библия, Коран, Талмуд, Каббала, Веды музыкальной индустрии.;385993173;[id449911426|Артур], переплюнули все.;2;5081225
65;381628553;[id449911426|Artur], Оформление в стиле «ОНО». Ничего нового;449911426;[id385993173|Станислав], одно оформление круче всего, что выходило потом. А про наполнение вообще молчу. Библия, Коран, Талмуд, Каббала, Веды музыкальной индустрии.;2;5081225
66;345716874;[id449911426|Артур], Lemonade >;449911426;[id385993173|Станислав], одно оформление круче всего, что выходило потом. А про наполнение вообще молчу. Библия, Коран, Талмуд, Каббала, Веды музыкальной индустрии.;2;5081225
67;5167152;тизер красивый, монтажеры постарались, а так позорище свиное;post;post;1;5081225
68;543287506;ЖДУУУУ;post;post;1;5081225
69;570532903;вообще-то Лана Дель Рей самая успешная✨;post;post;1;5081165
70;260491806;битлы ебыри. но все равно никогда не понимал их огромный успех;post;post;1;5081165
71;137508215;[id260491806|Алексей], что-то наподобие феномена бтс. Да и на волне хиппи тоже;260491806;битлы ебыри. но все равно никогда не понимал их огромный успех;2;5081165
72;273759595;[id260491806|Алексей], первый бойзбенд, школьницы ссали кипятком по ним в начале 60-х;260491806;битлы ебыри. но все равно никогда не понимал их огромный успех;2;5081165
73;574901542;А Я А Я А Я ?;post;post;1;5081165
74;505449448;"Артисты с самым большим количеством продаж альбомов в каждом из десятилетий:

1950 – Ариана Гранде (127,149,000,000,000)
1960 – Ариана Гранле (376,924,000,000)
1970 – Ариана Гранде (171,695,000,000)
1980 – Ариана Гранде (181,681,000,000)
1990 – Ариана Гранде (160,090,000,000,000)
2000 – Ариана Гранде (123,624,000,000)
2010 – Ариана Гранде (73,356,000,000,000)
2020 – Ариана Гранде (98,000,000,000,000)
2030 – Ариана Гранде (190,000,000,000)";post;post;1;5081165
75;327379286;[id505449448|Karina], Гранде никогда не стать артистом декады, не позорься;505449448;"Артисты с самым большим количеством продаж альбомов в каждом из десятилетий:

1950 – Ариана Гранде (127,149,000,000,000)
1960 – Ариана Гранле (376,924,000,000)
1970 – Ариана Гранде (171,695,000,000)
1980 – Ариана Гранде (181,681,000,000)
1990 – Ариана Гранде (160,090,000,000,000)
2000 – Ариана Гранде (123,624,000,000)
2010 – Ариана Гранде (73,356,000,000,000)
2020 – Ариана Гранде (98,000,000,000,000)
2030 – Ариана Гранде (190,000,000,000)";2;5081165
76;505449448;[id327379286|Максим], уже стала 9 раз читай мой коммент внимательней слепое;327379286;[id505449448|Karina], Гранде никогда не стать артистом декады, не позорься;2;5081165
77;505449448;[id327379286|Максим], самолайк ревуууууу позорник 😭😭😭😭;327379286;[id505449448|Karina], Гранде никогда не стать артистом декады, не позорься;2;5081165
78;327379286;[id505449448|Karina], ааа, ну раз какая-то шизофреничка в комментариях это написала значит это, действительно, так 🤣;505449448;[id327379286|Максим], уже стала 9 раз читай мой коммент внимательней слепое;2;5081165
79;327379286;[id505449448|Karina], и что?Что такого страшного?;505449448;[id327379286|Максим], самолайк ревуууууу позорник 😭😭😭😭;2;5081165
80;505449448;"[id327379286|Максим], ты адекватный вообще? да это действительно так...не сама же я это выдумала 
боже идиот ору с тебя 🤣👈🏻";327379286;[id505449448|Karina], ааа, ну раз какая-то шизофреничка в комментариях это написала значит это, действительно, так 🤣;2;5081165
81;327379286;[id505449448|Karina], успокойся, больное, прими таблеточки и смирись, что Гранде флоп));505449448;"[id327379286|Максим], ты адекватный вообще? да это действительно так...не сама же я это выдумала 
боже идиот ору с тебя 🤣👈🏻";2;5081165
82;575956822;[id327379286|Максим], флоп - Меган Трейнор или Игги таракалия, а Ариана долго ещё будет в топе👆🏽 и не надо мне доказывать обратное;327379286;[id505449448|Karina], успокойся, больное, прими таблеточки и смирись, что Гранде флоп));2;5081165
83;613182206;Эминем вновь доказал что он король рэпа🤟;post;post;1;5081165
84;614099492;кому доказал? тебе лично?;613182206;Эминем вновь доказал что он король рэпа🤟;2;5081165
85;613182206;[id614099492|Валерия],всему миру😌;614099492;кому доказал? тебе лично?;2;5081165
86;614099492;[id613182206|No], редачер;613182206;[id614099492|Валерия],всему миру😌;2;5081165
87;425228983;[id613182206|No], король самого дерьмового жанра в мире? Такое себе достижение;613182206;Эминем вновь доказал что он король рэпа🤟;2;5081165
88;420791233;"[id613182206|No], психически нестабильный пережиток 2015 
убито и закопано богрианной";613182206;Эминем вновь доказал что он король рэпа🤟;2;5081165
89;405192956;[id613182206|No], бог рэпа*;613182206;Эминем вновь доказал что он король рэпа🤟;2;5081165
90;613182206;[id405192956|Ренат],точно😂;405192956;[id613182206|No], бог рэпа*;2;5081165
91;487514056;Адель королева;post;post;1;5081165
92;487514056;А яяяяя;post;post;1;5081165
93;474816607;Одни легенды;post;post;1;5081165
94;148384888;А это альбомные продажи или что? Просто у тех же Кэти и Ри очень большие продажи в США. У одной эры Teenage Dream 50М+ в Америке, а в мире в разы больше...;post;post;1;5081165
95;327379286;[id148384888|Александр], да, это альбомные продажи.. Ни у Кэти, ни у Ри и близко ничего подобного нет;148384888;А это альбомные продажи или что? Просто у тех же Кэти и Ри очень большие продажи в США. У одной эры Teenage Dream 50М+ в Америке, а в мире в разы больше...;2;5081165
96;148384888;Если альбомные, то конечно))) Если учитывать синглы, то очень даже;327379286;[id148384888|Александр], да, это альбомные продажи.. Ни у Кэти, ни у Ри и близко ничего подобного нет;2;5081165
97;327379286;[id148384888|Александр], если учитывать синглы, то и у других артистов прибавятся продажи. Так и так ни Ри, ни Кэти в лучшие продавцы декады никаким образом не выйдут.;148384888;Если альбомные, то конечно))) Если учитывать синглы, то очень даже;2;5081165
98;548051198;Королева музыкальной индустрии;post;post;1;5081165
99;548051198;[id548051198|Bekzat], все согласны;548051198;Королева музыкальной индустрии;2;5081165
100;570532903;у НИХ постоянно выходит что-то безвкусное, типичное и нернтересное, забыто;post;post;1;5081163
101;573175640;[id570532903|Zayn], лучше бы иисусейн что нибудь выпустил;570532903;у НИХ постоянно выходит что-то безвкусное, типичное и нернтересное, забыто;2;5081163
102;614099492;ни о чем;post;post;1;5081163
103;573175640;ссать;post;post;1;5081163
104;147426517;Ждем Сэмов Смитов;post;post;1;5081163
105;306829483;Опять выпустил хит 💖;post;post;1;5081163
106;174780662;😍Лана 2.0😍;post;post;1;5080834
107;612082621;[id174780662|Максим], она не еблана не смей оскорблять Иколену Богомез;174780662;😍Лана 2.0😍;2;5080834
108;288429641;Ждём 😻;post;post;1;5080834
109;41043453;не знаем не ждём;post;post;1;5080834
110;479838088;знаем, ждем;41043453;не знаем не ждём;2;5080834
111;571706732;[id479838088|Artur], не знаем, не ждём, хороним;479838088;знаем, ждем;2;5080834
112;571706732;[id479838088|Artur], не ты ли кричало в группе про Перри о том, что фит с БП будет хит?;479838088;знаем, ждем;2;5080834
113;479838088;больной, я никогда не был в беседе перри, лол;571706732;[id479838088|Artur], не ты ли кричало в группе про Перри о том, что фит с БП будет хит?;2;5080834
114;571706732;[id479838088|Artur], у сельдеёбов провалы с памятью;479838088;больной, я никогда не был в беседе перри, лол;2;5080834
115;479838088;с каких пор фанаты перри начали гнать на селену, хотя их кумирша в очередной раз пробивает дно чарта бб200 падая быстрее скорости света;571706732;[id479838088|Artur], у сельдеёбов провалы с памятью;2;5080834
116;571706732;[id479838088|Artur], их кумирша уже достигла вершин, ей можно флопаться. А вот сельдь достигла только Бибера, и то потом проeбала даже его;479838088;с каких пор фанаты перри начали гнать на селену, хотя их кумирша в очередной раз пробивает дно чарта бб200 падая быстрее скорости света;2;5080834
117;479838088;тупое оправдание, жаль лейбл, который выкидывает деньги на ветер;571706732;[id479838088|Artur], их кумирша уже достигла вершин, ей можно флопаться. А вот сельдь достигла только Бибера, и то потом проeбала даже его;2;5080834
118;265143877;[id479838088|Артур], у Перри в свое время был такой успех,о котором бывшая Бибера и думать не может;479838088;с каких пор фанаты перри начали гнать на селену, хотя их кумирша в очередной раз пробивает дно чарта бб200 падая быстрее скорости света;2;5080834
119;479838088;как не жаль, что щас она пробивает дно чартов);265143877;[id479838088|Артур], у Перри в свое время был такой успех,о котором бывшая Бибера и думать не может;2;5080834
120;571706732;[id479838088|Artur], оправдание тому, что Перри легенда поп-музыки, а Сельдь в очередной раз выкинута на помойку?;479838088;тупое оправдание, жаль лейбл, который выкидывает деньги на ветер;2;5080834
121;571706732;[id479838088|Artur], селёдка тоже их пробивает, хотя она и на пике особо не могла хвастаться своими позициями. Помянем;479838088;как не жаль, что щас она пробивает дно чартов);2;5080834
122;479838088;на помойке уже место занято, перри;571706732;[id479838088|Artur], оправдание тому, что Перри легенда поп-музыки, а Сельдь в очередной раз выкинута на помойку?;2;5080834
123;265143877;[id479838088|Артур], дно чартов?;479838088;как не жаль, что щас она пробивает дно чартов);2;5080834
124;571706732;[id479838088|Artur], напомню, что Перри всегда была и будет успешнее сeкс-куклы Бибера;479838088;на помойке уже место занято, перри;2;5080834
125;479838088;"На второй неделе пребывания в чарте ""Billboard 200"" альбом ""Smile"" упал на 49 позиций и занимает #54 строчку, что является самым быстрым падением в карьере Кэти Перри и среди всех популярных исполнительниц, дебютировавших в 2000-х.

дно чартов? а это только 2 неделя ржуу";265143877;[id479838088|Артур], дно чартов?;2;5080834
126;571706732;[id479838088|Artur], в любом случае вы обосрались с тем, что фит с БП будет хитом. Пидoраску не вытягивают даже титаны стриминга, да что ж такое;479838088;на помойке уже место занято, перри;2;5080834
127;296238681;[id571706732|Олег], ваа ржу;571706732;[id479838088|Artur], у сельдеёбов провалы с памятью;2;5080834
128;296238681;[id571706732|Олег], ой это же ты тот админ группы который меня заблочил, лол, обиженка;571706732;[id479838088|Artur], в любом случае вы обосрались с тем, что фит с БП будет хитом. Пидoраску не вытягивают даже титаны стриминга, да что ж такое;2;5080834
129;479838088;титаны стриминга? лол аруу селена дала бп лучший результат в чарте бб100;296238681;[id571706732|Олег], ваа ржу;2;5080834
130;265143877;[id479838088|Артур], я где то писал что смайл мега успешный?один лишь призм успешнее всей сольной карьеры Гомера;479838088;"На второй неделе пребывания в чарте ""Billboard 200"" альбом ""Smile"" упал на 49 позиций и занимает #54 строчку, что является самым быстрым падением в карьере Кэти Перри и среди всех популярных исполнительниц, дебютировавших в 2000-х.

дно чартов? а это только 2 неделя ржуу";2;5080834
131;400305926;"» можно флопаться

фанаты перри уже ни на что не надеются и уже хоронят свою кумиршу под предлогом ""ана уже пабила рекорды"", грустно конечно";571706732;[id479838088|Artur], их кумирша уже достигла вершин, ей можно флопаться. А вот сельдь достигла только Бибера, и то потом проeбала даже его;2;5080834
132;571706732;[id296238681|Sasha], я не собираюсь терпеть в своём паблике высеры ссыленаторов 🤡;296238681;[id571706732|Олег], ой это же ты тот админ группы который меня заблочил, лол, обиженка;2;5080834
133;479838088;как не жаль, что щас она пробивает дно чарта);265143877;[id479838088|Артур], я где то писал что смайл мега успешный?один лишь призм успешнее всей сольной карьеры Гомера;2;5080834
134;296238681;[id479838088|Артур], что ожидать от человека, который думает, что альбом смайл не флоп;479838088;титаны стриминга? лол аруу селена дала бп лучший результат в чарте бб100;2;5080834
135;571706732;[id400305926|Oleg], лол, она имеет право создавать музыку для людей, а не показателей. Это её право;400305926;"» можно флопаться

фанаты перри уже ни на что не надеются и уже хоронят свою кумиршу под предлогом ""ана уже пабила рекорды"", грустно конечно";2;5080834
136;296238681;[id571706732|Олег], окей, а нах себя поставил в конце комментария;571706732;[id296238681|Sasha], я не собираюсь терпеть в своём паблике высеры ссыленаторов 🤡;2;5080834
137;479838088;ну да конечно, этот флоп же как то надо оправдывать);571706732;[id400305926|Oleg], лол, она имеет право создавать музыку для людей, а не показателей. Это её право;2;5080834
138;296238681;[id571706732|Олег], а селли нет? ХАХАХАХ;571706732;[id400305926|Oleg], лол, она имеет право создавать музыку для людей, а не показателей. Это её право;2;5080834
139;265143877;[id479838088|Артур], у Гомез вся эра держится на одном сингле, последующие синглы провалились;479838088;ну да конечно, этот флоп же как то надо оправдывать);2;5080834
140;296238681;[id571706732|Олег], фанат перри и еще что-то говорит про флоп хахаха;571706732;[id400305926|Oleg], лол, она имеет право создавать музыку для людей, а не показателей. Это её право;2;5080834
141;571706732;[id265143877|Kirill], не помянем;265143877;[id479838088|Артур], у Гомез вся эра держится на одном сингле, последующие синглы провалились;2;5080834
142;606844562;[id571706732|Олег], оруууу и ведь эти же люди потом что-то пиздят про то, что селенаторы так же оправдывают флоп селены;571706732;[id400305926|Oleg], лол, она имеет право создавать музыку для людей, а не показателей. Это её право;2;5080834
143;571706732;[id606844562|Rare], Ссылено не достигло ничего за свою карьеру, там нечего оправдывать. А сейчас она флопается каждый раз, собственно, как и Перри;606844562;[id571706732|Олег], оруууу и ведь эти же люди потом что-то пиздят про то, что селенаторы так же оправдывают флоп селены;2;5080834
144;400305926;а я это и не отрицаю, но с такими ужасными показателями лучше не возвращаться за музыку;571706732;[id400305926|Oleg], лол, она имеет право создавать музыку для людей, а не показателей. Это её право;2;5080834
145;479838088;катя стала уже как липа пихать в альбом синглы прошлых годов, чтобы хоть как то набрать прослушивания;265143877;[id479838088|Артур], у Гомез вся эра держится на одном сингле, последующие синглы провалились;2;5080834
146;571706732;[id400305926|Oleg], она уже 300 раз дала понять, что не собирается заканчивать карьеру из-за каких-то уёбищ, которые дрочат на успех. Почему она обязана заканчивать карьеру из-за флопа, лол? Тогда пусть Агилера закончит, пусть Ссылено закончит);400305926;а я это и не отрицаю, но с такими ужасными показателями лучше не возвращаться за музыку;2;5080834
147;606844562;[id571706732|Олег], у селены всегда был умеренный успех(да не было такого как у перри) и она продолжает достигать новых вершин, в то время как перри стала абсолютным коммерческим труппом;571706732;[id606844562|Rare], Ссылено не достигло ничего за свою карьеру, там нечего оправдывать. А сейчас она флопается каждый раз, собственно, как и Перри;2;5080834
148;571706732;[id606844562|Rare], где успех в последней эре Блядoмеза?));606844562;[id571706732|Олег], у селены всегда был умеренный успех(да не было такого как у перри) и она продолжает достигать новых вершин, в то время как перри стала абсолютным коммерческим труппом;2;5080834
149;479838088;"Прослушивания за дебютные сутки на «Spotify»: 
 
Сингл «Ice Cream» - 7,200,000 прослушиваний 
 
Весь альбом «Smile» Кэти Перри, состоящий из 13 песен - 7,800,000 прослушиваний 

дада альбом не флоп)";571706732;[id400305926|Oleg], она уже 300 раз дала понять, что не собирается заканчивать карьеру из-за каких-то уёбищ, которые дрочат на успех. Почему она обязана заканчивать карьеру из-за флопа, лол? Тогда пусть Агилера закончит, пусть Ссылено закончит);2;5080834
150;571706732;[id479838088|Artur], ты в глаза долбишься, где я говорил, что альбом не флоп? Уeбище, разуй глаза;479838088;"Прослушивания за дебютные сутки на «Spotify»: 
 
Сингл «Ice Cream» - 7,200,000 прослушиваний 
 
Весь альбом «Smile» Кэти Перри, состоящий из 13 песен - 7,800,000 прослушиваний 

дада альбом не флоп)";2;5080834
151;606844562;[id571706732|Олег], первый намберван в карьере));571706732;[id606844562|Rare], где успех в последней эре Блядoмеза?));2;5080834
152;571706732;[id606844562|Rare], а через пару недель вылетел из топ-10 💀;606844562;[id571706732|Олег], первый намберван в карьере));2;5080834
153;265143877;[id606844562|Rare], полученный в отсутствие конкуренции;606844562;[id571706732|Олег], первый намберван в карьере));2;5080834
154;606844562;[id571706732|Олег], 10 недель в топ-10 оруууу;571706732;[id606844562|Rare], а через пару недель вылетел из топ-10 💀;2;5080834
155;479838088;ну тогда какие притензии к айс крим? у БП новый рекорд в бб100, прослушивания более менее идут, клип набирает просмотры и все гуд;571706732;[id479838088|Artur], ты в глаза долбишься, где я говорил, что альбом не флоп? Уeбище, разуй глаза;2;5080834
156;571706732;"[id606844562|Rare], а другие достижения у Селёдки в этой эре есть? 💀

Сейчас проверю твою информацию насчёт 10 недель";606844562;[id571706732|Олег], 10 недель в топ-10 оруууу;2;5080834
157;296238681;[id571706732|Олег], а так его защищал, жалкий;571706732;[id479838088|Artur], ты в глаза долбишься, где я говорил, что альбом не флоп? Уeбище, разуй глаза;2;5080834
158;571706732;[id479838088|Artur], ну вы же пиздeли, что будет хит, а в итоге обосрались 😔😔😔;479838088;ну тогда какие притензии к айс крим? у БП новый рекорд в бб100, прослушивания более менее идут, клип набирает просмотры и все гуд;2;5080834
159;296238681;[id571706732|Олег], когда перри флопнулась:;571706732;"[id606844562|Rare], а другие достижения у Селёдки в этой эре есть? 💀

Сейчас проверю твою информацию насчёт 10 недель";2;5080834
160;479838088;в итоге хит, девочки получили лучший результат в чарте бб100, упс разъебали фанатика перди;571706732;[id479838088|Artur], ну вы же пиздeли, что будет хит, а в итоге обосрались 😔😔😔;2;5080834
161;296238681;[id479838088|Артур], ржуу;479838088;в итоге хит, девочки получили лучший результат в чарте бб100, упс разъебали фанатика перди;2;5080834
162;265143877;[id479838088|Артур],;479838088;в итоге хит, девочки получили лучший результат в чарте бб100, упс разъебали фанатика перди;2;5080834
163;296238681;[id265143877|Кирилл], какое у катьки дебютное место?;265143877;[id479838088|Артур],;2;5080834
164;479838088;упали намного меньше чем альбом перди, плачуу;265143877;[id479838088|Артур],;2;5080834
165;571706732;[id479838088|Artur], хит 🤡;479838088;в итоге хит, девочки получили лучший результат в чарте бб100, упс разъебали фанатика перди;2;5080834
166;606844562;[id571706732|Олег], да эра rare, кроме лид-сингла, флоп, но до такого флопа как у перри ему далеко;571706732;"[id606844562|Rare], а другие достижения у Селёдки в этой эре есть? 💀

Сейчас проверю твою информацию насчёт 10 недель";2;5080834
167;296238681;[id479838088|Артур], перди даже в бб100 не заслужила войти;479838088;упали намного меньше чем альбом перди, плачуу;2;5080834
168;571706732;[id606844562|Rare], да, ты прав(а), lytlm действительно 10 недель был;606844562;[id571706732|Олег], 10 недель в топ-10 оруууу;2;5080834
169;296238681;[id606844562|Rare],;606844562;[id571706732|Олег], да эра rare, кроме лид-сингла, флоп, но до такого флопа как у перри ему далеко;2;5080834
170;265143877;Боже ссыленаторы кроме стрелы на Перри могут что то?ведь признать что рейр флопнулся трудно,лучше будем переводить стрелы на смайл);41043453;не знаем не ждём;2;5080834
171;571706732;[id606844562|Rare], у рейра успех чуть успешнее витнесса (одинаковое количество недель в бб200, позиции синглов в бб100, продажи синглов);606844562;[id571706732|Олег], да эра rare, кроме лид-сингла, флоп, но до такого флопа как у перри ему далеко;2;5080834
172;479838088;если сравнивать альбом селены и кати давай говорить честно альбом кати самый флоп;265143877;Боже ссыленаторы кроме стрелы на Перри могут что то?ведь признать что рейр флопнулся трудно,лучше будем переводить стрелы на смайл);2;5080834
173;296238681;[id571706732|Олег], когда узнад что лютлм был в бб100 10 недель;571706732;[id606844562|Rare], у рейра успех чуть успешнее витнесса (одинаковое количество недель в бб200, позиции синглов в бб100, продажи синглов);2;5080834
174;265143877;[id479838088|Артур], так я и не говорил что смайл успешнее рейра,они оба флоп;479838088;если сравнивать альбом селены и кати давай говорить честно альбом кати самый флоп;2;5080834
175;571706732;[id479838088|Artur], харе переводить стрелы на Перри, когда мы говорим о том, сто вы обосрались, когда пиздeли, что фит с БП будет хитом 💀;479838088;упали намного меньше чем альбом перди, плачуу;2;5080834
176;571706732;[id265143877|Kirill], смайл больше флоп;265143877;[id479838088|Артур], так я и не говорил что смайл успешнее рейра,они оба флоп;2;5080834
177;479838088;я тебе уже сколько раз повторяю, девочки получили лучший результат в чарте бб100, просмотры идут, стриминг более менее идет, что тебе еще надо, алло;571706732;[id479838088|Artur], харе переводить стрелы на Перри, когда мы говорим о том, сто вы обосрались, когда пиздeли, что фит с БП будет хитом 💀;2;5080834
